speciesName,genus,speciesEpithet,family,speciesNameComments,photosyntheticPathway_confirmed,photosyntheticPathway_inferred,photosyntheticPathway_combined,source,justification,notes,d13C_perMil,d13CReplicate_perMil,ternVegetationBarcode,ternPrimaryGeneticBarcode,plantMaterialType ,ternPlot,latitude,longitude,dateSurveyed,d13CAdditionalSample_perMil,ternPlotAdditionalSample  ,ternPrimaryGeneticBarcodeAdditionalSample  ,plantMaterialTypeAdditionalSample  ,latitudeAdditionalSample  ,longitudeOfAdditionalSample  ,dateSurveyedAdditionalSample  ,facilityYear
Exocarpos_cupressiformis,Exocarpos,cupressiformis,Santalaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glischrocaryon_behrii,Glischrocaryon,behrii,Haloragaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glycine_rubiginosa,Glycine,rubiginosa,Fabaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gonocarpus_elatus,Gonocarpus,elatus,Haloragaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gonocarpus_tetragynus,Gonocarpus,tetragynus,Haloragaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Goodenia_blackiana,Goodenia,blackiana,Goodeniaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grevillea_didymobotrya,Grevillea,didymobotrya,Proteaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grevillea_hookeriana,Grevillea,hookeriana,Proteaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hakea_rostrata,Hakea,rostrata,Proteaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hakea_rugosa,Hakea,rugosa,Proteaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypochaeris_glabra,Hypochaeris,glabra,Asteraceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacksonia_nematoclada,Jacksonia,nematoclada,Fabaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keraudrenia_velutina,Keraudrenia,velutina,Malvaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lagenophora_huegelii,Lagenophora,huegelii,Asteraceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leiocarpa_semicalva,Leiocarpa,semicalva,Asteraceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leiocarpa_websteri,Leiocarpa,websteri,Asteraceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lepidium_papillosum,Lepidium,papillosum,Brassicaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lepidobolus_preissianus,Lepidobolus,preissianus,Restionaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lepidosperma_rigidulum,Lepidosperma,rigidulum,Cyperaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lepidosperma_sanguinolentum,Lepidosperma,sanguinolentum,Cyperaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lepidosperma_semiteres,Lepidosperma,semiteres,Cyperaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leptomeria_preissiana,Leptomeria,preissiana,Santalaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leptospermum_fastigiatum,Leptospermum,fastigiatum,Myrtaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leptospermum_myrsinoides,Leptospermum,myrsinoides,Myrtaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lolium_rigidum,Lolium,rigidum,Poaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lomandra_densiflora,Lomandra,densiflora,Asparagaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lomandra_micrantha,Lomandra,micrantha,Asparagaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lomandra_multiflora,Lomandra,multiflora,Asparagaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lysiana_exocarpi,Lysiana,exocarpi,Loranthaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maireana_pyramidata,Maireana,pyramidata,Amaranthaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maireana_trichoptera,Maireana,trichoptera,Amaranthaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melaleuca_hamata,Melaleuca,hamata,Myrtaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minuria_cunninghamii,Minuria,cunninghamii,Asteraceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicotiana_simulans,Nicotiana,simulans,Solanaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olearia_decurrens,Olearia,decurrens,Asteraceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olearia_ramulosa,Olearia,ramulosa,Asteraceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oxalis_perennans,Oxalis,perennans,Oxalidaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Persoonia_coriacea,Persoonia,coriacea,Proteaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pimelea_humilis,Pimelea,humilis,Thymelaeaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pimelea_linifolia,Pimelea,linifolia,Thymelaeaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pimelea_microcephala,Pimelea,microcephala,Thymelaeaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pimelea_simplex,Pimelea,simplex,Thymelaeaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pittosporum_angustifolium,Pittosporum,angustifolium,Pittosporaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantago_drummondii,Plantago,drummondii,Plantaginaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Platylobium_obtusangulum,Platylobium,obtusangulum,Fabaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Platysace_trachymenioides,Platysace,trachymenioides,Apiaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polycalymma_stuartii,Polycalymma,stuartii,Asteraceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prostanthera_striatiflora,Prostanthera,striatiflora,Lamiaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psammomoya_choretroides,Psammomoya,choretroides,Celastraceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pterocaulon_sphacelatum,Pterocaulon,sphacelatum,Asteraceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ptilotus_nobilis,Ptilotus,nobilis,Amaranthaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pultenaea_daphnoides,Pultenaea,daphnoides,Fabaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pultenaea_largiflorens,Pultenaea,largiflorens,Fabaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhagodia_spinescens,Rhagodia,spinescens,Amaranthaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodanthe_moschata,Rhodanthe,moschata,Asteraceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodanthe_pygmaea,Rhodanthe,pygmaea,Asteraceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhyncharrhena_linearis,Rhyncharrhena,linearis,Apocynaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salsola_australis,Salsola,australis,Amaranthaceae,NA,C4,NA,C4,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scaevola_albida,Scaevola,albida,Goodeniaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schismus_barbatus,Schismus,barbatus,Poaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schoenus_apogon,Schoenus,apogon,Cyperaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schoenus_hexandrus,Schoenus,hexandrus,Cyperaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sclerolaena_brachyptera,Sclerolaena,brachyptera,Amaranthaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Senecio_pterophorus,Senecio,pterophorus,Asteraceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Senecio_quadridentatus,Senecio,quadridentatus,Asteraceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Senecio_spanomerus,Senecio,spanomerus,Asteraceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Senna_artemisioides,Senna,artemisioides,Fabaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sida_fibulifera,Sida,fibulifera,Malvaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sida_petrophila,Sida,petrophila,Malvaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solanum_ellipticum,Solanum,ellipticum,Solanaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solanum_petrophilum,Solanum,petrophilum,Solanaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solanum_quadriloculatum,Solanum,quadriloculatum,Solanaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonchus_oleraceus,Sonchus,oleraceus,Asteraceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sporobolus_actinocladus,Sporobolus,actinocladus,Poaceae,NA,C4,NA,C4,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spyridium_parvifolium,Spyridium,parvifolium,Rhamnaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thysanotus_patersonii,Thysanotus,patersonii,Asparagaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Triodia_scariosa,Triodia,scariosa,Poaceae,NA,C4,NA,C4,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vittadinia_cuneata,Vittadinia,cuneata,Asteraceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vittadinia_sulcata,Vittadinia,sulcata,Asteraceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wahlenbergia_stricta,Wahlenbergia,stricta,Campanulaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xanthorrhoea_semiplana,Xanthorrhoea,semiplana,Xanthorrhoeaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olearia_muelleri,Olearia,muelleri,Asteraceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,-25.14,NA,NA,NA,leaves ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Sclerolaena_obliquicuspis,Sclerolaena,obliquicuspis,Amaranthaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,-26.08,NA,NA,NA,leaves ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Tecticornia_tenuis,Tecticornia,tenuis,Amaranthaceae,NA,C3,NA,C3,"Carolin et al., 1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tecticornia_triandra,Tecticornia,triandra,Amaranthaceae,NA,C3,NA,C3,"Carolin et al., 1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glinus_lotoides,Glinus,lotoides,Molluginaceae,NA,C3,NA,C3,"Christin et al., 2011",NA,"Potential Error in Kattge et al., 2020: Kattge et al., 2020 refers to species as C4, but Christin et al 2011 stable isotope values are C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glinus_oppositifolius,Glinus,oppositifolius,Molluginaceae,NA,C3,NA,C3,"Christin et al., 2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mollugo_molluginis,Mollugo,molluginis,Molluginaceae,NA,C3,NA,C3,"Christin et al., 2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amphibromus_nervosus,Amphibromus,nervosus,Poaceae,NA,C3,NA,C3,"Clayton et al., 2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aristida_behriana,Aristida,behriana,Poaceae,NA,C4,NA,C4,"Clayton et al., 2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aristida_hygrometrica,Aristida,hygrometrica,Poaceae,NA,C4,NA,C4,"Clayton et al., 2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anarthria_prolifera,Anarthria,prolifera,Anarthriaceae,NA,U,C3,C3,Ehleringer & Monson 1993,No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anarthria_scabra,Anarthria,scabra,Anarthriaceae,NA,U,C3,C3,Ehleringer & Monson 1993,No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lyginia_imberbis,Lyginia,imberbis,Anarthriaceae,NA,U,C3,C3,Ehleringer & Monson 1993,No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cleome_oxalidea,Cleome,oxalidea,Cleomaceae,NA,C4,NA,C4,"Feodorova et al., 2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spermacoce_aequabilis,Spermacoce,aequabilis,Rubiaceae,NA,U,C3,C3,"Guillaume et al., 2001; Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spermacoce_brachystema,Spermacoce,brachystema,Rubiaceae,NA,U,C3,C3,"Guillaume et al., 2001; Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spermacoce_constricta,Spermacoce,constricta,Rubiaceae,NA,U,C3,C3,"Guillaume et al., 2001; Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spermacoce_dolichosperma,Spermacoce,dolichosperma,Rubiaceae,NA,U,C3,C3,"Guillaume et al., 2001; Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spermacoce_erectiloba,Spermacoce,erectiloba,Rubiaceae,NA,U,C3,C3,"Guillaume et al., 2001; Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spermacoce_fabiformis,Spermacoce,fabiformis,Rubiaceae,NA,U,C3,C3,"Guillaume et al., 2001; Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spermacoce_hillii,Spermacoce,hillii,Rubiaceae,NA,U,C3,C3,"Guillaume et al., 2001; Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spermacoce_leptoloba,Spermacoce,leptoloba,Rubiaceae,NA,U,C3,C3,"Guillaume et al., 2001; Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spermacoce_occultiseta,Spermacoce,occultiseta,Rubiaceae,NA,U,C3,C3,"Guillaume et al., 2001; Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calandrinia_creethae,Calandrinia,creethae,Montiaceae,NA,C3-CAM,NA,C3-CAM,Hancock et al. 2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calandrinia_granulifera,Calandrinia,granulifera,Montiaceae,NA,C3,NA,C3,Hancock et al. 2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calandrinia_pumila,Calandrinia,pumila,Portulacaceae,NA,C3-CAM,NA,C3-CAM,"Hancock et al., 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calandrinia_flava,Calandrinia,flava,Portulacaceae,NA,C3-CAM,NA,C3-CAM,"Hancock et al., 2019; Sage, 2016; Watson & Dallwitz, 1992 onwards",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plectranthus_scutellarioides,Plectranthus,scutellarioides,Lamiaceae,NA,U,C3-CAM,C3-CAM,Herppich and Herppich 1996,CAM recorded in this genus (formally Coleus),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calandrinia_polyandra,Calandrinia,polyandra,Montiaceae,NA,C3-CAM,NA,C3-CAM,"Holtum et al., 2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calandrinia_remota,Calandrinia,remota,Montiaceae,NA,C3-CAM,NA,C3-CAM,"Holtum et al., 2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calandrinia_reticulata,Calandrinia,reticulata,Montiaceae,NA,C3-CAM,NA,C3-CAM,"Holtum et al., 2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calandrinia_schistorhiza,Calandrinia,schistorhiza,Montiaceae,NA,C3-CAM,NA,C3-CAM,"Holtum et al., 2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
